"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","974","Child window handling","","Tue Feb 25 23:29:43 GMT 2025","failed","Tue Feb 25 23:29:44 GMT 2025","","","",""
"","871","@web Error validation","","Tue Feb 25 23:29:46 GMT 2025","failed","Tue Feb 25 23:29:47 GMT 2025","","","",""
"","0","validate the free link is visible or not","","Tue Feb 25 23:29:51 GMT 2025","skipped","Tue Feb 25 23:29:51 GMT 2025","Home Page","","",""
"","1282","get started link","","Tue Feb 25 23:29:47 GMT 2025","passed","Tue Feb 25 23:29:48 GMT 2025","","","",""
"","611","validate the page title","","Tue Feb 25 23:29:50 GMT 2025","failed","Tue Feb 25 23:29:51 GMT 2025","Home Page","","",""
"","873","validation","","Tue Feb 25 23:29:51 GMT 2025","failed","Tue Feb 25 23:29:52 GMT 2025","Demo page","","",""
"","1","should admin radio button is present","","Tue Feb 25 23:29:51 GMT 2025","skipped","Tue Feb 25 23:29:51 GMT 2025","Home Page","","",""
"","1808","@UI Locator","","Tue Feb 25 23:29:48 GMT 2025","passed","Tue Feb 25 23:29:50 GMT 2025","","","",""
"","864","validation of screen shot","","Tue Feb 25 23:29:52 GMT 2025","failed","Tue Feb 25 23:29:53 GMT 2025","Demo page","","",""
"","872","Different types of locator","","Tue Feb 25 23:29:45 GMT 2025","failed","Tue Feb 25 23:29:45 GMT 2025","","","",""
