"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 06 23:27:00 GMT 2024","Mon May 06 23:27:06 GMT 2024","5956","","","Demo page","","","validation",""
"passed","Mon May 06 23:27:06 GMT 2024","Mon May 06 23:27:13 GMT 2024","6893","","","Demo page","","","validation of screen shot",""
"passed","Mon May 06 23:26:47 GMT 2024","Mon May 06 23:26:51 GMT 2024","4054","","","","","","@web Error validation",""
"passed","Mon May 06 23:26:38 GMT 2024","Mon May 06 23:26:44 GMT 2024","5459","","","","","","Child window handling",""
"passed","Mon May 06 23:27:00 GMT 2024","Mon May 06 23:27:00 GMT 2024","823","","","Home Page","","","should admin radio button is present",""
"passed","Mon May 06 23:26:52 GMT 2024","Mon May 06 23:26:56 GMT 2024","3930","","","","","","@UI Locator",""
"passed","Mon May 06 23:26:59 GMT 2024","Mon May 06 23:27:00 GMT 2024","781","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon May 06 23:26:51 GMT 2024","Mon May 06 23:26:52 GMT 2024","1421","","","","","","get started link",""
"passed","Mon May 06 23:26:44 GMT 2024","Mon May 06 23:26:47 GMT 2024","3368","","","","","","Different types of locator",""
"passed","Mon May 06 23:26:56 GMT 2024","Mon May 06 23:26:59 GMT 2024","2371","","","Home Page","","","validate the page title",""
