"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 13 23:26:48 GMT 2024","Sat Jul 13 23:26:49 GMT 2024","859","","","Demo page","","","validation",""
"skipped","Sat Jul 13 23:26:48 GMT 2024","Sat Jul 13 23:26:48 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sat Jul 13 23:26:41 GMT 2024","Sat Jul 13 23:26:42 GMT 2024","869","","","","","","Different types of locator",""
"skipped","Sat Jul 13 23:26:48 GMT 2024","Sat Jul 13 23:26:48 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"passed","Sat Jul 13 23:26:43 GMT 2024","Sat Jul 13 23:26:45 GMT 2024","1260","","","","","","get started link",""
"failed","Sat Jul 13 23:26:42 GMT 2024","Sat Jul 13 23:26:43 GMT 2024","852","","","","","","@web Error validation",""
"failed","Sat Jul 13 23:26:47 GMT 2024","Sat Jul 13 23:26:48 GMT 2024","639","","","Home Page","","","validate the page title",""
"failed","Sat Jul 13 23:26:38 GMT 2024","Sat Jul 13 23:26:41 GMT 2024","2777","","","","","","Child window handling",""
"failed","Sat Jul 13 23:26:50 GMT 2024","Sat Jul 13 23:26:50 GMT 2024","869","","","Demo page","","","validation of screen shot",""
"passed","Sat Jul 13 23:26:45 GMT 2024","Sat Jul 13 23:26:47 GMT 2024","2879","","","","","","@UI Locator",""
