"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 30 23:27:05 GMT 2024","Sat Mar 30 23:27:06 GMT 2024","903","","","Home Page","","","should admin radio button is present",""
"passed","Sat Mar 30 23:26:44 GMT 2024","Sat Mar 30 23:26:48 GMT 2024","4049","","","","","","Child window handling",""
"passed","Sat Mar 30 23:26:56 GMT 2024","Sat Mar 30 23:26:57 GMT 2024","1744","","","","","","get started link",""
"passed","Sat Mar 30 23:26:57 GMT 2024","Sat Mar 30 23:27:01 GMT 2024","3902","","","","","","@UI Locator",""
"passed","Sat Mar 30 23:27:04 GMT 2024","Sat Mar 30 23:27:05 GMT 2024","865","","","Home Page","","","validate the free link is visible or not",""
"passed","Sat Mar 30 23:27:06 GMT 2024","Sat Mar 30 23:27:12 GMT 2024","6159","","","Demo page","","","validation",""
"passed","Sat Mar 30 23:27:01 GMT 2024","Sat Mar 30 23:27:04 GMT 2024","2600","","","Home Page","","","validate the page title",""
"passed","Sat Mar 30 23:26:48 GMT 2024","Sat Mar 30 23:26:52 GMT 2024","3443","","","","","","Different types of locator",""
"passed","Sat Mar 30 23:26:52 GMT 2024","Sat Mar 30 23:26:56 GMT 2024","4082","","","","","","@web Error validation",""
"passed","Sat Mar 30 23:27:12 GMT 2024","Sat Mar 30 23:27:18 GMT 2024","5676","","","Demo page","","","validation of screen shot",""
