"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 23 23:27:31 GMT 2024","Fri Aug 23 23:27:32 GMT 2024","884","","","","","","Different types of locator",""
"failed","Fri Aug 23 23:27:38 GMT 2024","Fri Aug 23 23:27:39 GMT 2024","898","","","Demo page","","","validation",""
"failed","Fri Aug 23 23:27:38 GMT 2024","Fri Aug 23 23:27:38 GMT 2024","632","","","Home Page","","","validate the page title",""
"failed","Fri Aug 23 23:27:29 GMT 2024","Fri Aug 23 23:27:30 GMT 2024","1029","","","","","","Child window handling",""
"skipped","Fri Aug 23 23:27:38 GMT 2024","Fri Aug 23 23:27:38 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Fri Aug 23 23:27:33 GMT 2024","Fri Aug 23 23:27:34 GMT 2024","1127","","","","","","get started link",""
"failed","Fri Aug 23 23:27:40 GMT 2024","Fri Aug 23 23:27:41 GMT 2024","878","","","Demo page","","","validation of screen shot",""
"failed","Fri Aug 23 23:27:32 GMT 2024","Fri Aug 23 23:27:33 GMT 2024","880","","","","","","@web Error validation",""
"skipped","Fri Aug 23 23:27:38 GMT 2024","Fri Aug 23 23:27:38 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"passed","Fri Aug 23 23:27:34 GMT 2024","Fri Aug 23 23:27:38 GMT 2024","3187","","","","","","@UI Locator",""
