"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1164","get started link","","Mon Dec 02 23:33:28 GMT 2024","passed","Mon Dec 02 23:33:29 GMT 2024","","","",""
"","866","validation","","Mon Dec 02 23:33:33 GMT 2024","failed","Mon Dec 02 23:33:34 GMT 2024","Demo page","","",""
"","871","@web Error validation","","Mon Dec 02 23:33:27 GMT 2024","failed","Mon Dec 02 23:33:28 GMT 2024","","","",""
"","871","validation of screen shot","","Mon Dec 02 23:33:34 GMT 2024","failed","Mon Dec 02 23:33:35 GMT 2024","Demo page","","",""
"","1559","Child window handling","","Mon Dec 02 23:33:24 GMT 2024","failed","Mon Dec 02 23:33:26 GMT 2024","","","",""
"","0","should admin radio button is present","","Mon Dec 02 23:33:33 GMT 2024","skipped","Mon Dec 02 23:33:33 GMT 2024","Home Page","","",""
"","0","validate the free link is visible or not","","Mon Dec 02 23:33:33 GMT 2024","skipped","Mon Dec 02 23:33:33 GMT 2024","Home Page","","",""
"","624","validate the page title","","Mon Dec 02 23:33:32 GMT 2024","failed","Mon Dec 02 23:33:33 GMT 2024","Home Page","","",""
"","2594","@UI Locator","","Mon Dec 02 23:33:29 GMT 2024","passed","Mon Dec 02 23:33:32 GMT 2024","","","",""
"","887","Different types of locator","","Mon Dec 02 23:33:26 GMT 2024","failed","Mon Dec 02 23:33:27 GMT 2024","","","",""
