"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 10 23:29:11 GMT 2024","Sat Aug 10 23:29:12 GMT 2024","872","","","Demo page","","","validation of screen shot",""
"passed","Sat Aug 10 23:29:04 GMT 2024","Sat Aug 10 23:29:05 GMT 2024","1162","","","","","","get started link",""
"skipped","Sat Aug 10 23:29:10 GMT 2024","Sat Aug 10 23:29:10 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Sat Aug 10 23:29:10 GMT 2024","Sat Aug 10 23:29:11 GMT 2024","877","","","Demo page","","","validation",""
"failed","Sat Aug 10 23:29:00 GMT 2024","Sat Aug 10 23:29:01 GMT 2024","1042","","","","","","Child window handling",""
"failed","Sat Aug 10 23:29:02 GMT 2024","Sat Aug 10 23:29:03 GMT 2024","907","","","","","","Different types of locator",""
"passed","Sat Aug 10 23:29:05 GMT 2024","Sat Aug 10 23:29:09 GMT 2024","3950","","","","","","@UI Locator",""
"failed","Sat Aug 10 23:29:03 GMT 2024","Sat Aug 10 23:29:04 GMT 2024","890","","","","","","@web Error validation",""
"skipped","Sat Aug 10 23:29:10 GMT 2024","Sat Aug 10 23:29:10 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"failed","Sat Aug 10 23:29:09 GMT 2024","Sat Aug 10 23:29:10 GMT 2024","669","","","Home Page","","","validate the page title",""
