"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","validate the free link is visible or not","","Sun Dec 29 23:28:59 GMT 2024","skipped","Sun Dec 29 23:28:59 GMT 2024","Home Page","","",""
"","895","validation","","Sun Dec 29 23:28:59 GMT 2024","failed","Sun Dec 29 23:29:00 GMT 2024","Demo page","","",""
"","1021","Child window handling","","Sun Dec 29 23:28:51 GMT 2024","failed","Sun Dec 29 23:28:52 GMT 2024","","","",""
"","876","Different types of locator","","Sun Dec 29 23:28:52 GMT 2024","failed","Sun Dec 29 23:28:53 GMT 2024","","","",""
"","683","validate the page title","","Sun Dec 29 23:28:58 GMT 2024","failed","Sun Dec 29 23:28:59 GMT 2024","Home Page","","",""
"","888","validation of screen shot","","Sun Dec 29 23:29:01 GMT 2024","failed","Sun Dec 29 23:29:02 GMT 2024","Demo page","","",""
"","2506","@UI Locator","","Sun Dec 29 23:28:56 GMT 2024","passed","Sun Dec 29 23:28:58 GMT 2024","","","",""
"","871","@web Error validation","","Sun Dec 29 23:28:54 GMT 2024","failed","Sun Dec 29 23:28:54 GMT 2024","","","",""
"","1132","get started link","","Sun Dec 29 23:28:55 GMT 2024","passed","Sun Dec 29 23:28:56 GMT 2024","","","",""
"","0","should admin radio button is present","","Sun Dec 29 23:28:59 GMT 2024","skipped","Sun Dec 29 23:28:59 GMT 2024","Home Page","","",""
