"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 23:26:56 GMT 2024","Mon Mar 18 23:27:00 GMT 2024","3594","","","","","","@UI Locator",""
"passed","Mon Mar 18 23:27:03 GMT 2024","Mon Mar 18 23:27:09 GMT 2024","5865","","","Demo page","","","validation",""
"passed","Mon Mar 18 23:26:47 GMT 2024","Mon Mar 18 23:26:51 GMT 2024","3532","","","","","","Different types of locator",""
"passed","Mon Mar 18 23:26:41 GMT 2024","Mon Mar 18 23:26:47 GMT 2024","6010","","","","","","Child window handling",""
"passed","Mon Mar 18 23:27:03 GMT 2024","Mon Mar 18 23:27:03 GMT 2024","717","","","Home Page","","","should admin radio button is present",""
"passed","Mon Mar 18 23:27:09 GMT 2024","Mon Mar 18 23:27:15 GMT 2024","5538","","","Demo page","","","validation of screen shot",""
"passed","Mon Mar 18 23:26:51 GMT 2024","Mon Mar 18 23:26:55 GMT 2024","4009","","","","","","@web Error validation",""
"passed","Mon Mar 18 23:27:02 GMT 2024","Mon Mar 18 23:27:03 GMT 2024","733","","","Home Page","","","validate the free link is visible or not",""
"passed","Mon Mar 18 23:27:00 GMT 2024","Mon Mar 18 23:27:02 GMT 2024","2190","","","Home Page","","","validate the page title",""
"passed","Mon Mar 18 23:26:55 GMT 2024","Mon Mar 18 23:26:56 GMT 2024","1610","","","","","","get started link",""
