"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","validate the free link is visible or not","","Mon Mar 24 23:31:46 GMT 2025","skipped","Mon Mar 24 23:31:46 GMT 2025","Home Page","","",""
"","1141","Child window handling","","Mon Mar 24 23:31:39 GMT 2025","failed","Mon Mar 24 23:31:40 GMT 2025","","","",""
"","1571","@UI Locator","","Mon Mar 24 23:31:44 GMT 2025","passed","Mon Mar 24 23:31:45 GMT 2025","","","",""
"","865","validation","","Mon Mar 24 23:31:46 GMT 2025","failed","Mon Mar 24 23:31:47 GMT 2025","Demo page","","",""
"","620","validate the page title","","Mon Mar 24 23:31:45 GMT 2025","failed","Mon Mar 24 23:31:46 GMT 2025","Home Page","","",""
"","891","validation of screen shot","","Mon Mar 24 23:31:47 GMT 2025","failed","Mon Mar 24 23:31:48 GMT 2025","Demo page","","",""
"","1157","get started link","","Mon Mar 24 23:31:43 GMT 2025","passed","Mon Mar 24 23:31:44 GMT 2025","","","",""
"","870","@web Error validation","","Mon Mar 24 23:31:41 GMT 2025","failed","Mon Mar 24 23:31:42 GMT 2025","","","",""
"","865","Different types of locator","","Mon Mar 24 23:31:40 GMT 2025","failed","Mon Mar 24 23:31:41 GMT 2025","","","",""
"","1","should admin radio button is present","","Mon Mar 24 23:31:46 GMT 2025","skipped","Mon Mar 24 23:31:46 GMT 2025","Home Page","","",""
