"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 07 23:26:39 GMT 2024","Tue May 07 23:26:43 GMT 2024","3672","","","","","","Different types of locator",""
"passed","Tue May 07 23:26:43 GMT 2024","Tue May 07 23:26:47 GMT 2024","4018","","","","","","@web Error validation",""
"passed","Tue May 07 23:26:55 GMT 2024","Tue May 07 23:26:56 GMT 2024","862","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue May 07 23:27:02 GMT 2024","Tue May 07 23:27:09 GMT 2024","6601","","","Demo page","","","validation of screen shot",""
"passed","Tue May 07 23:26:49 GMT 2024","Tue May 07 23:26:52 GMT 2024","3753","","","","","","@UI Locator",""
"passed","Tue May 07 23:26:47 GMT 2024","Tue May 07 23:26:49 GMT 2024","1461","","","","","","get started link",""
"passed","Tue May 07 23:26:56 GMT 2024","Tue May 07 23:26:56 GMT 2024","739","","","Home Page","","","should admin radio button is present",""
"passed","Tue May 07 23:26:35 GMT 2024","Tue May 07 23:26:39 GMT 2024","4344","","","","","","Child window handling",""
"passed","Tue May 07 23:26:52 GMT 2024","Tue May 07 23:26:55 GMT 2024","2522","","","Home Page","","","validate the page title",""
"passed","Tue May 07 23:26:56 GMT 2024","Tue May 07 23:27:02 GMT 2024","6010","","","Demo page","","","validation",""
