"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 25 23:29:50 GMT 2024","Wed Sep 25 23:29:53 GMT 2024","2847","","","","","","@UI Locator",""
"skipped","Wed Sep 25 23:29:54 GMT 2024","Wed Sep 25 23:29:54 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Wed Sep 25 23:29:46 GMT 2024","Wed Sep 25 23:29:47 GMT 2024","980","","","","","","Child window handling",""
"passed","Wed Sep 25 23:29:49 GMT 2024","Wed Sep 25 23:29:50 GMT 2024","1196","","","","","","get started link",""
"failed","Wed Sep 25 23:29:47 GMT 2024","Wed Sep 25 23:29:48 GMT 2024","789","","","","","","Different types of locator",""
"failed","Wed Sep 25 23:29:48 GMT 2024","Wed Sep 25 23:29:49 GMT 2024","788","","","","","","@web Error validation",""
"failed","Wed Sep 25 23:29:55 GMT 2024","Wed Sep 25 23:29:56 GMT 2024","800","","","Demo page","","","validation of screen shot",""
"failed","Wed Sep 25 23:29:54 GMT 2024","Wed Sep 25 23:29:55 GMT 2024","796","","","Demo page","","","validation",""
"failed","Wed Sep 25 23:29:53 GMT 2024","Wed Sep 25 23:29:54 GMT 2024","582","","","Home Page","","","validate the page title",""
"skipped","Wed Sep 25 23:29:54 GMT 2024","Wed Sep 25 23:29:54 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
