"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 01 23:28:48 GMT 2024","Thu Aug 01 23:28:52 GMT 2024","3862","","","","","","@UI Locator",""
"failed","Thu Aug 01 23:28:52 GMT 2024","Thu Aug 01 23:28:53 GMT 2024","608","","","Home Page","","","validate the page title",""
"failed","Thu Aug 01 23:28:46 GMT 2024","Thu Aug 01 23:28:47 GMT 2024","886","","","","","","@web Error validation",""
"failed","Thu Aug 01 23:28:54 GMT 2024","Thu Aug 01 23:28:55 GMT 2024","880","","","Demo page","","","validation of screen shot",""
"failed","Thu Aug 01 23:28:53 GMT 2024","Thu Aug 01 23:28:54 GMT 2024","893","","","Demo page","","","validation",""
"failed","Thu Aug 01 23:28:44 GMT 2024","Thu Aug 01 23:28:45 GMT 2024","1380","","","","","","Different types of locator",""
"skipped","Thu Aug 01 23:28:53 GMT 2024","Thu Aug 01 23:28:53 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"failed","Thu Aug 01 23:28:43 GMT 2024","Thu Aug 01 23:28:44 GMT 2024","1017","","","","","","Child window handling",""
"skipped","Thu Aug 01 23:28:53 GMT 2024","Thu Aug 01 23:28:53 GMT 2024","1","","","Home Page","","","should admin radio button is present",""
"passed","Thu Aug 01 23:28:47 GMT 2024","Thu Aug 01 23:28:48 GMT 2024","1144","","","","","","get started link",""
