"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","646","validate the page title","","Wed Dec 18 23:30:53 GMT 2024","failed","Wed Dec 18 23:30:54 GMT 2024","Home Page","","",""
"","864","@web Error validation","","Wed Dec 18 23:30:48 GMT 2024","failed","Wed Dec 18 23:30:49 GMT 2024","","","",""
"","1","should admin radio button is present","","Wed Dec 18 23:30:54 GMT 2024","skipped","Wed Dec 18 23:30:54 GMT 2024","Home Page","","",""
"","866","validation of screen shot","","Wed Dec 18 23:30:55 GMT 2024","failed","Wed Dec 18 23:30:56 GMT 2024","Demo page","","",""
"","0","validate the free link is visible or not","","Wed Dec 18 23:30:54 GMT 2024","skipped","Wed Dec 18 23:30:54 GMT 2024","Home Page","","",""
"","869","Different types of locator","","Wed Dec 18 23:30:47 GMT 2024","failed","Wed Dec 18 23:30:48 GMT 2024","","","",""
"","1019","Child window handling","","Wed Dec 18 23:30:46 GMT 2024","failed","Wed Dec 18 23:30:47 GMT 2024","","","",""
"","1131","get started link","","Wed Dec 18 23:30:49 GMT 2024","passed","Wed Dec 18 23:30:50 GMT 2024","","","",""
"","2415","@UI Locator","","Wed Dec 18 23:30:50 GMT 2024","passed","Wed Dec 18 23:30:53 GMT 2024","","","",""
"","890","validation","","Wed Dec 18 23:30:54 GMT 2024","failed","Wed Dec 18 23:30:55 GMT 2024","Demo page","","",""
