"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 30 23:27:14 GMT 2024","Tue Jul 30 23:27:15 GMT 2024","840","","","Demo page","","","validation of screen shot",""
"failed","Tue Jul 30 23:27:06 GMT 2024","Tue Jul 30 23:27:07 GMT 2024","857","","","","","","@web Error validation",""
"failed","Tue Jul 30 23:26:59 GMT 2024","Tue Jul 30 23:27:04 GMT 2024","5573","","","","","","Child window handling",""
"failed","Tue Jul 30 23:27:12 GMT 2024","Tue Jul 30 23:27:12 GMT 2024","938","","","Home Page","","","validate the page title",""
"skipped","Tue Jul 30 23:27:12 GMT 2024","Tue Jul 30 23:27:12 GMT 2024","1","","","Home Page","","","validate the free link is visible or not",""
"passed","Tue Jul 30 23:27:08 GMT 2024","Tue Jul 30 23:27:12 GMT 2024","3172","","","","","","@UI Locator",""
"failed","Tue Jul 30 23:27:05 GMT 2024","Tue Jul 30 23:27:06 GMT 2024","836","","","","","","Different types of locator",""
"passed","Tue Jul 30 23:27:07 GMT 2024","Tue Jul 30 23:27:08 GMT 2024","1269","","","","","","get started link",""
"skipped","Tue Jul 30 23:27:12 GMT 2024","Tue Jul 30 23:27:12 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
"failed","Tue Jul 30 23:27:13 GMT 2024","Tue Jul 30 23:27:14 GMT 2024","845","","","Demo page","","","validation",""
