"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","883","validation of screen shot","","Thu Dec 12 23:32:40 GMT 2024","failed","Thu Dec 12 23:32:41 GMT 2024","Demo page","","",""
"","884","Different types of locator","","Thu Dec 12 23:32:32 GMT 2024","failed","Thu Dec 12 23:32:33 GMT 2024","","","",""
"","896","validation","","Thu Dec 12 23:32:39 GMT 2024","failed","Thu Dec 12 23:32:40 GMT 2024","Demo page","","",""
"","667","validate the page title","","Thu Dec 12 23:32:38 GMT 2024","failed","Thu Dec 12 23:32:39 GMT 2024","Home Page","","",""
"","1","validate the free link is visible or not","","Thu Dec 12 23:32:39 GMT 2024","skipped","Thu Dec 12 23:32:39 GMT 2024","Home Page","","",""
"","0","should admin radio button is present","","Thu Dec 12 23:32:39 GMT 2024","skipped","Thu Dec 12 23:32:39 GMT 2024","Home Page","","",""
"","2252","@UI Locator","","Thu Dec 12 23:32:36 GMT 2024","passed","Thu Dec 12 23:32:38 GMT 2024","","","",""
"","894","@web Error validation","","Thu Dec 12 23:32:33 GMT 2024","failed","Thu Dec 12 23:32:34 GMT 2024","","","",""
"","1032","Child window handling","","Thu Dec 12 23:32:30 GMT 2024","failed","Thu Dec 12 23:32:31 GMT 2024","","","",""
"","1781","get started link","","Thu Dec 12 23:32:34 GMT 2024","passed","Thu Dec 12 23:32:36 GMT 2024","","","",""
