"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","603","validate the page title","","Sun Dec 15 23:31:06 GMT 2024","failed","Sun Dec 15 23:31:06 GMT 2024","Home Page","","",""
"","848","validation of screen shot","","Sun Dec 15 23:31:08 GMT 2024","failed","Sun Dec 15 23:31:08 GMT 2024","Demo page","","",""
"","831","Different types of locator","","Sun Dec 15 23:31:00 GMT 2024","failed","Sun Dec 15 23:31:01 GMT 2024","","","",""
"","1","validate the free link is visible or not","","Sun Dec 15 23:31:06 GMT 2024","skipped","Sun Dec 15 23:31:06 GMT 2024","Home Page","","",""
"","836","validation","","Sun Dec 15 23:31:06 GMT 2024","failed","Sun Dec 15 23:31:07 GMT 2024","Demo page","","",""
"","825","@web Error validation","","Sun Dec 15 23:31:02 GMT 2024","failed","Sun Dec 15 23:31:02 GMT 2024","","","",""
"","863","Child window handling","","Sun Dec 15 23:30:59 GMT 2024","failed","Sun Dec 15 23:31:00 GMT 2024","","","",""
"","0","should admin radio button is present","","Sun Dec 15 23:31:06 GMT 2024","skipped","Sun Dec 15 23:31:06 GMT 2024","Home Page","","",""
"","1144","get started link","","Sun Dec 15 23:31:03 GMT 2024","passed","Sun Dec 15 23:31:04 GMT 2024","","","",""
"","1749","@UI Locator","","Sun Dec 15 23:31:04 GMT 2024","passed","Sun Dec 15 23:31:06 GMT 2024","","","",""
