"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 19 23:29:51 GMT 2024","Thu Sep 19 23:29:54 GMT 2024","2972","","","","","","@UI Locator",""
"failed","Thu Sep 19 23:29:56 GMT 2024","Thu Sep 19 23:29:57 GMT 2024","800","","","Demo page","","","validation of screen shot",""
"failed","Thu Sep 19 23:29:49 GMT 2024","Thu Sep 19 23:29:50 GMT 2024","808","","","","","","@web Error validation",""
"failed","Thu Sep 19 23:29:54 GMT 2024","Thu Sep 19 23:29:55 GMT 2024","579","","","Home Page","","","validate the page title",""
"failed","Thu Sep 19 23:29:55 GMT 2024","Thu Sep 19 23:29:56 GMT 2024","800","","","Demo page","","","validation",""
"skipped","Thu Sep 19 23:29:55 GMT 2024","Thu Sep 19 23:29:55 GMT 2024","0","","","Home Page","","","validate the free link is visible or not",""
"passed","Thu Sep 19 23:29:50 GMT 2024","Thu Sep 19 23:29:51 GMT 2024","1138","","","","","","get started link",""
"failed","Thu Sep 19 23:29:47 GMT 2024","Thu Sep 19 23:29:47 GMT 2024","919","","","","","","Child window handling",""
"failed","Thu Sep 19 23:29:48 GMT 2024","Thu Sep 19 23:29:49 GMT 2024","794","","","","","","Different types of locator",""
"skipped","Thu Sep 19 23:29:55 GMT 2024","Thu Sep 19 23:29:55 GMT 2024","0","","","Home Page","","","should admin radio button is present",""
